  always ,  Reading #zizek before bed is always a recipe for a nice 
  love ,  I love being ignored. #sarcastic #wostfeeling
  love ,  Erbody loves superlab! #sarcasm
  love ,  Don't you just love when someone bails on you?? #sarcasm #thanks #douchebag #somefriend
  love ,  I love how long Netflix takes to load on @virginmedia. Totally justifies my bill being increased. #sarcasm
  love ,  I love school. (.  #sarcasm
  love ,  RT @haaybails5.  I totally love the Class of 2015. #sarcasm
  love ,  RT @geoffschwartz.  SEC football fans must love this game. #Defense #Defense #Defense #Sarcasm
  love ,  I just love it when people snap at me for being sympathetic. It makes me all warm and fuzzy inside. #sarcasm
  love ,  RT @hel1023.  I just love how I went from having C lunch to having A lunch #sarcasm
  love ,  Gotta love these early classes #sarcasm
  love ,  Yaaaaas I just love sitting in silence with my parents on New Years Day
  love ,  I just love how nobody texts me anymore #sarcasm
  love ,  I'm so glad that you all love hearing my life story everyday! #sarcasm
  love ,  I just love nightshift I'm super excited to be at work right now #sarcasm
  love ,  I love when it smells like someone was smoking in our dorm... mmmm #sarcasm #seriously #takeitoutside
  love ,  I love when I feel like I'm being ignored. #sarcasm
  love ,  I love when he ignores me . ). ). ) #sike #sarcasm #fuckyou
  love ,  Love being wide awake at this time #sarcasm
  love ,  I am just so in love with my new diet. It's like bulimia but without trying. Thanks stomach virus ;) #SARCASM
  love ,  I love studying #sarcasm -.-
  love ,  I love being looked down on #sarcastic #fuckyou
  love ,  I love that everybody's in such a good mood!! #Ha #Jokes #Sarcasm
  love ,  I love getting 3 hours of sleep
  love ,  I love fire drills #sarcasm
  love ,  Love it! RT@A_Bit_Sideways.  Let's go with the obvious replacement for Nationwide in '15. The NASCAR M&amp;Ms / Monster Energy Series. #sarcasm
  love ,  RT @AleksWronax.  Oh I absolutely love being ignored
  love ,  I love it how people say happy holidays instead of Merry Christmas... #sarcasm
  love ,  Would love to thank my parents for telling me how they're in 26degree heat
  love ,  I love it when the 1st answer to my hw assignment takes up a whole page on word.. SINGLE SPACED. Boy
  love ,  I love waking up to your good morning texts... #sarcasm
  love ,  Goodness me. I love it when people text back. Especially when they're on they're phones 99.9% of the day -.- #sarcasm #cantbebothered
  love ,  Not only do I have a horrible cold now I have pink eye in both of my eyes too. I love college. #sarcasm #WorstWeek
  love ,  Loving the 7. 30 outdoor work life #Sarcasm http. //t.co/sa5j9zkAIE
  love ,  I just love school #sarcasm
  love ,  With Johnson ruled out of Sydney Test
  love ,  @Avi_Kaplan Oh I can wait. I love waiting for EVERYTHING you guys release. I DON'T want to see that video right now. #Sarcasm
  love ,  Work.... How I love thee #sarcasm
  love ,  I love it when the 2 year old picks his nose and wipes it on me...
  love ,  I love not knowing anyone in my classes. #sarcasm
  love ,  #ThatMomentWhen your kids get under your warm covers and touch you with their icey feet... yeh i love that.
  love ,  Headless chicken mode again. Love my job. #sarcasm
  love ,  Hear something that crushes you. Wow
  love ,  I just love it when folks downgrade! #sarcasm
  love ,  @sabrina_xnax weirdo but I still love u #sarcasm
  love ,  I so totally love having to go to the ER for medicine reactions while at work. SO AWESOME! #sarcasm
  love ,  5. 30 and already pitch black.. I love winter. #sarcasm
  love ,  I love already having a cold and then having to sit in a freezing cold room while hanging people's coats!!!!! #woohoo #sarcasm
  love ,  I love Black Friday! Check out this toaster! #sarcasm #blackfriday2013 #blackfriday http. //t.co/VXEcq2ouVN
  love ,  I love when people don't answer questions. #sarcasm
  love ,  I love it when people don't understand sarcasm. #sarcasm
  love ,  i just love french class #sarcastic
  love ,  RT @genecollier.  Love seeing Roethlisberger split wide
  love ,  I love the smell of bleach. #Sarcasm
  love ,  With a high of 80 degrees today I really feel like wearing shorts and flip flops to work. Gotta love Alabama weather. #sarcasm #isitwinter
  love ,  I just love how i'm not talking to anyone #sarcasm
  love ,  I love spilling wax on myself #sarcasm #itstillhurts
  love ,  I just love how it's all about you all the time. How great. Wonderful. Amazing. Perfect. #sarcasm
  love ,  Yesss getting so much love from everyone today...don't text me all at once now #sarcastic
  love ,  I just love sitting here
  love ,  I love being hated for absolutely no reason or a stupid one #sarcasm
  love ,  I love my job. Really. #sarcasm
  love ,  I love being home because nobody hear gives a shit about how I feel or what I want to do. #sarcasm #isbreakoveryet
  love ,  Dont you love being blanked?! #sarcasm
  love ,  I love when my Netflix doesn't work #sarcasm
  love ,  I love it when I'm at welbeck and it's two am and the fire alarm goes off and everyone has to get out of bed... oh wait no I don't. #sarcasm
  love ,  Just got a reminder of why I love and miss Leesville so much. #sarcasm
  love ,  I love churches who answer questions that nobody is asking. #justsaying #sarcasm
  love ,  RT @JenniHarwood.  Loving my house atm #sarcasm
  love ,  #smbfw #sarcasm Love it.
  love ,  Love when I can sleep in and am up earlier than on a workday. #sarcasm #frustrating #needsleep
  love ,  Mmmm love drinking pine needle sap aka buckleys #yum #sarcasm #sick #blehh
  love ,  I just love how me and my brother never hangout anymore. 
  love ,  @RUVILLA love how I have a dentist appointment at 1pm (online registration time)....
  love ,  Gotta love the #BCS 
  love ,  love it when that happens
  love ,  I love when that feeling of being sad and having no idea why comes back! . D 
  love ,  Love the fact that atheists can run down God on tv and ads
  love ,  I love @plusnet broadband because in the hours it takes to buffer a single iplayer video I get loads of odd jobs done. #sarcasm
  love ,  I love being home on this wonderful Wednesday night.... #sarcasm
  love ,  Love how I'm taking care of my cousin's kids while he sleeps. -___- #Sarcasm
  love ,  I love sprained ankles. They're the best. #sarcasm
  love ,  Love how I call my doctor for refills DAYS AGO
  love ,  I love being sick it's just the best feeling ever wish I could be sick all year! #sarcasm
  love ,  Morning all! I love Sundays! #sarcasm
  love ,  I just love shoveling snow and scraping ice.  #sarcasm #ugh
  love ,  Don't you love when you try to help someone and it blows up in your face? #Sarcasm
  love ,  I love when people walk around with head phones in
  love ,  Love having work early in the morning #sarcasm
  love ,  I love urgent care so very much #sarcasm
  love ,  I love having the knees of a 50 year old man #sarcasm
  love ,  I do love getting toy cars thrown at my face. I also love changng a diaper
  love ,  Love when my dad falls asleep on the couch cause I don't wanna watch the rangers anyway #Sarcasm
  love ,  RT @Bowers257.  I love being treated like absolute crap #sarcasm
  love ,  Feelings so much love rn . ) #sarcasm
  love ,  @BryanBroaddus  gotta love thw WR screens to Williams #sarcasm
  love ,  I love how we never talk anymore #sarcasm
  love ,  Im so glad that im fat. No joke. I love being a lardass #sarcasm
  love ,  Man I just love watching you play video games.... #notreally #sarcasm
  love ,  Oh just love having my night disturbed by drunken phonecalls #sarcasm
  love ,  OMG I love being locked out of my room!  #annoyed #sarcasm #mad
  love ,  I love getting snapchats chats then seeing the same snapchat on IG. #not #sarcasm #gtfoh
  love ,  Love the flock of geese that fly over my house and wake me up every morning #sarcasm #GibbstownBants
  love ,  oh how i love being home alone.. #not #sarcasm
  love ,  RT @England_Kaleb.  Love being someone's #mcm lol #sarcasm
  love ,  I love how optimistic @disneyditzer is &lt;3 #sarcasm
  love ,  I love when I'm flossing someone's teeth and I feel spit droplets hit my forehead #sarcasm #gross #isit5yet?
  love ,  I love how my upper respiratory tract is really doing me justice. #sarcasm
  love ,  I love not sleeping. #Sarcasm
  love ,  I just love when my phone says 30% then randomly dies. If I had an otter box I'd throw it. #sarcasm #stupidiphone #imactuallyinagoodmood
  love ,  Not sure why everyone loves the Manning quarterbacks. Peyton and Eli combine for a less than .500 record this season. #sarcasm
  love ,  @helcart Ah stop suckin'! You love it really! Think of the stories #Sarcasm
  love ,  Gotta love Chicago traffic #sarcasm #speeditup
  love ,  Love that I have to go to my mon-fri job on Saturday #sarcasm #doormat
  love ,  I love being stuck in family parties with nothing to do up until 2 a.m. #YES #Awesome #Sarcasm
  love ,  Dont you just love getting yelled at by Mrs. Mac? Cuz i know its my favorite thing in the world #sarcasm
  love ,  Nice to see Leona Lewis do well in the album charts this week.... No25
  love ,  Dear Government
  love ,  No Halloween this year for me
  love ,  I love when my husband acts like a brat. Makes my day amazing!........oh wait. #sarcasm
  love ,  Pinching
  love ,  I actually love it when people talk about me behind my back #sarcasm
  love ,  I love when my phone notifications don't go off for the 24 new snap chats I have #Sarcasm
  love ,  I love how appointments are always on time #sarcasm
  love ,  Gotta love that last minute essay writing..... #sarcasm #bestfeelingintheworld
  love ,  Loves when plans get ruined. #sarcasm
  love ,  I just love how my phone sends blank texts to people #Sarcasm
  love ,  I love Math. Seriously. #sarcasm #ohbitsplis
  love ,  RT @Manda82G.  Please post photos of you're Christmas tree!! We love seeing them! 
  love ,  I love family road trips #sarcasm
  love ,  Love being sick bc I get to pay a visit to good ol' Dr Michael. #sarcasm
  love ,  This is what $20 will get you in the Tahoe. Love it .... #sarcasm http. //t.co/lbnyDwVK8L
  love ,  I just love it.....#sarcasm
  love ,  @Jordyn_Hamann .... O jeez .. Got to love scc #sarcasm
  love ,  I just love it when my phone feels like it's on fire. #Sarcasm
  love ,  Don't you just love when your parents fight? Cause I do!! #sarcasm #thisisshittyman
  love ,  Absolutely loving the feeling of my wisdom tooth bursting through my gums. #notreally #excruciating #pain #throbbing #ouch #sarcasm
  love ,  You what I love!?!? PEOPLE THAT DON'T GET SARCASM! by the way......... THIS IS SARCASM! #sarcasm
